Pigment,Treatment,Site,mean,n,sd
chlorophyll.a,Site Reference,11,39.4411515975,4,3.807718630035651
chlorophyll.a,Site Reference,12,37.68324412333333,3,3.841031716242625
chlorophyll.a,Site Reference,13,39.54139067,3,4.633990303823913
chlorophyll.a,Site Reference,14,40.49943811333333,3,3.25938692307732
chlorophyll.a,Site Reference,15,41.21446851,3,6.122045645344705
chlorophyll.a,Site Reference,16,40.19789693,3,3.0062489509174375
chlorophyll.a,Site Reference,17,40.427572266666665,3,5.831163423223537
chlorophyll.a,Site Reference,18,39.795722765,4,4.38178882965932
chlorophyll.a,Site Reference,19,42.4070522525,4,0.4048679587668802
chlorophyll.a,Site Reference,2,40.14690074,3,3.3849632926840334
chlorophyll.a,Site Reference,20,42.40909534,3,3.593133098776269
chlorophyll.a,Site Reference,3,39.44238777666667,3,4.603676771839492
chlorophyll.a,Site Reference,4,41.67095668333334,3,2.433637789263978
chlorophyll.a,Site Reference,5,38.723820653333334,3,4.8973901392126065
chlorophyll.a,Site Reference,6,39.92064066666667,3,3.8916012331449368
chlorophyll.a,Site Reference,7,33.04164348333333,3,11.056635665981254
chlorophyll.a,Site Reference,8,39.44080212666667,3,0.3259239973568244
chlorophyll.a,Site Reference,9,39.02590211,4,4.369647932930333
chlorophyll.a,Lab Control,L1,41.81113096,3,0.3782106166038293
chlorophyll.a,Lab Control,L2,44.914867406666666,3,1.0918128630638486
chlorophyll.a,Lab Control,L3,41.626376083333334,3,3.0069013583689714
beta.carotene.sum,UV Filtered,1,9.065208003,3,1.9560527847115845
beta.carotene.sum,UV Filtered,11,11.1705888055,4,5.969177365610448
beta.carotene.sum,UV Filtered,12,9.928051721,3,3.0184649691103917
beta.carotene.sum,UV Filtered,13,8.920317144333334,3,2.0293389078232478
beta.carotene.sum,UV Filtered,14,9.870944443333332,3,2.489911203847486
beta.carotene.sum,UV Filtered,15,10.560530727333333,3,2.271672617095517
beta.carotene.sum,UV Filtered,16,10.401119844,3,2.9775178885207163
beta.carotene.sum,UV Filtered,17,10.400599442999999,3,5.742148335723101
beta.carotene.sum,UV Filtered,18,7.063526949,3,1.2666521141618845
beta.carotene.sum,UV Filtered,19,7.162179197666667,3,1.7174675523861156
beta.carotene.sum,UV Filtered,2,13.3739553375,4,3.1953844489371823
beta.carotene.sum,UV Filtered,20,9.406907697333333,3,2.6744657132257252
beta.carotene.sum,UV Filtered,3,9.537746453333334,3,3.057905932794397
beta.carotene.sum,UV Filtered,4,8.081075300750001,4,1.752861012159486
beta.carotene.sum,UV Filtered,5,9.809085017000001,3,2.1521048412185477
beta.carotene.sum,UV Filtered,6,9.127159419666667,3,0.9401118081260839
beta.carotene.sum,UV Filtered,7,9.274055801,3,0.12464602249984064
beta.carotene.sum,UV Filtered,8,6.928324658666667,3,0.8370387955111839
beta.carotene.sum,UV Filtered,9,8.601463888666666,3,3.07671771153699
beta.carotene.sum,UV Transmitted,1,8.343531073333335,3,3.3632532229673817
beta.carotene.sum,UV Transmitted,11,12.81557829,3,4.405380387720815
beta.carotene.sum,UV Transmitted,12,8.832531901333333,3,0.4899012927641746
beta.carotene.sum,UV Transmitted,13,10.187431157333334,3,1.9069821204716733
beta.carotene.sum,UV Transmitted,14,11.608812346666667,3,1.680720605038562
beta.carotene.sum,UV Transmitted,15,8.278138713666667,3,1.1781960599816255
beta.carotene.sum,UV Transmitted,16,9.698741208666666,3,0.915549960932233
beta.carotene.sum,UV Transmitted,17,11.334457891,3,1.8853477648011725
beta.carotene.sum,UV Transmitted,18,10.3779350515,4,3.344674832573918
beta.carotene.sum,UV Transmitted,19,9.751202516666666,3,1.4375490659215515
beta.carotene.sum,UV Transmitted,2,11.988821243333334,3,2.664568838290994
beta.carotene.sum,UV Transmitted,20,9.641286497,3,3.2069480853160686
beta.carotene.sum,UV Transmitted,3,7.175330183,3,5.191852381323811
beta.carotene.sum,UV Transmitted,4,7.346014708333334,3,1.6043401374835786
beta.carotene.sum,UV Transmitted,5,10.611764803,3,0.9733634734523171
beta.carotene.sum,UV Transmitted,6,10.686975329000001,3,2.5679839041686576
beta.carotene.sum,UV Transmitted,7,8.840757337,3,2.2494729828710183
beta.carotene.sum,UV Transmitted,8,5.915713686,3,0.19904458649229773
beta.carotene.sum,UV Transmitted,9,7.205788668333334,3,1.4603525121235956
beta.carotene.sum,Site Reference,1,15.20070811,3,5.95128845659682
beta.carotene.sum,Site Reference,11,14.0921955125,4,2.5725812763719205
beta.carotene.sum,Site Reference,12,19.2901691,3,2.4428415619457904
beta.carotene.sum,Site Reference,13,14.41134457,3,4.848949421228803
beta.carotene.sum,Site Reference,14,11.975562524,3,3.6804314981616604
beta.carotene.sum,Site Reference,15,12.343025570666667,3,6.38012044559695
beta.carotene.sum,Site Reference,16,10.923785446,3,2.046939757535077
beta.carotene.sum,Site Reference,17,13.465889806,3,7.573668729679108
beta.carotene.sum,Site Reference,18,12.34947580925,4,3.041676499338664
beta.carotene.sum,Site Reference,19,14.3311816225,4,1.6675759698244548
beta.carotene.sum,Site Reference,2,9.880704567666667,3,0.10254744527379914
beta.carotene.sum,Site Reference,20,9.918399016,3,0.30197625691051616
beta.carotene.sum,Site Reference,3,12.389655193333333,3,0.5247809883604568
beta.carotene.sum,Site Reference,4,14.954181486666668,3,5.637486814701245
beta.carotene.sum,Site Reference,5,15.669331036666668,3,3.7160211901806024
beta.carotene.sum,Site Reference,6,11.123476993999999,3,2.059282798529546
beta.carotene.sum,Site Reference,7,11.640946787666667,3,4.829421127570029
beta.carotene.sum,Site Reference,8,6.197911336333333,3,0.2651659287741767
beta.carotene.sum,Site Reference,9,8.77260913625,4,2.2665400386505112
beta.carotene.sum,Lab Control,L1,9.769360792666667,3,0.5374330797903342
beta.carotene.sum,Lab Control,L2,7.1131249180000005,3,0.5764057237963379
beta.carotene.sum,Lab Control,L3,8.381304456666665,3,2.138212056913403
beta.tocopherol,UV Filtered,1,5.337682128666667,3,1.3751808078862429
beta.tocopherol,UV Filtered,11,3.68943175675,4,1.819670929978746
beta.tocopherol,UV Filtered,12,5.266240274333334,3,1.9868075225496906
beta.tocopherol,UV Filtered,13,4.666286725666667,3,0.3792911718303161
beta.tocopherol,UV Filtered,14,5.251943506666667,3,1.8410214863100678
beta.tocopherol,UV Filtered,15,3.874869638,3,0.06795610127882772
beta.tocopherol,UV Filtered,16,8.312742870000001,3,4.1381918085940415
beta.tocopherol,UV Filtered,17,7.4259272156666665,3,6.159862887002185
beta.tocopherol,UV Filtered,18,4.286105896333333,3,0.9079107921478459
beta.tocopherol,UV Filtered,19,2.570997392333333,3,0.4811677456519518
beta.tocopherol,UV Filtered,2,7.44908702375,4,4.909794763354236
beta.tocopherol,UV Filtered,20,6.599034242666667,3,2.6302692302279533
beta.tocopherol,UV Filtered,3,5.631269990666667,3,2.580603238442112
beta.tocopherol,UV Filtered,4,6.0408296045,4,1.1509924834635332
beta.tocopherol,UV Filtered,5,5.835107095333333,3,2.468267175095395
beta.tocopherol,UV Filtered,6,5.769626876,3,1.4979029628392801
beta.tocopherol,UV Filtered,7,6.465602983,3,1.533446987543487
beta.tocopherol,UV Filtered,8,4.952931299333333,3,0.9397096549540929
beta.tocopherol,UV Filtered,9,8.692926662,3,4.47205417904045
beta.tocopherol,UV Transmitted,1,8.691571762333334,3,2.37298134551384
beta.tocopherol,UV Transmitted,11,2.464884549333333,3,1.032567681064612
beta.tocopherol,UV Transmitted,12,3.9832290803333334,3,0.6257657438171889
beta.tocopherol,UV Transmitted,13,3.858846165666667,3,1.9849178460630752
beta.tocopherol,UV Transmitted,14,4.5846083239999995,3,2.3919473360791508
beta.tocopherol,UV Transmitted,15,2.5634025693333333,3,0.7351387866877672
beta.tocopherol,UV Transmitted,16,4.753029979,3,0.2428150605641311
beta.tocopherol,UV Transmitted,17,4.682218075,3,1.843165230600819
beta.tocopherol,UV Transmitted,18,4.0750658325,4,0.6277775064887725
beta.tocopherol,UV Transmitted,19,1.8901244626666667,3,0.24717654843644488
beta.tocopherol,UV Transmitted,2,4.199638906,3,0.5392233279921221
beta.tocopherol,UV Transmitted,20,4.990661012666667,3,1.9005300653326274
beta.tocopherol,UV Transmitted,3,4.076368374,3,1.3717982484646303
beta.tocopherol,UV Transmitted,4,2.553415048666667,3,0.7250146406159261
beta.tocopherol,UV Transmitted,5,3.608506364333333,3,0.3576108119470013
beta.tocopherol,UV Transmitted,6,5.636238983666667,3,2.04284962508972
beta.tocopherol,UV Transmitted,7,2.580840354666667,3,0.46799969980047146
beta.tocopherol,UV Transmitted,8,4.2343406733333335,3,0.6094487244988764
beta.tocopherol,UV Transmitted,9,5.724970493,3,2.639193067777233
beta.tocopherol,Site Reference,1,7.033155810333334,3,3.420018358026972
beta.tocopherol,Site Reference,11,3.993046678,4,0.7957095938018699
beta.tocopherol,Site Reference,12,5.715650999666667,3,1.8930433430347922
beta.tocopherol,Site Reference,13,5.259142421666667,3,3.2831251854292933
beta.tocopherol,Site Reference,14,5.576949617,3,1.8923296651317232
beta.tocopherol,Site Reference,15,6.03792155,3,0.7699066978945077
beta.tocopherol,Site Reference,16,6.309628529666667,3,1.2790207635771056
beta.tocopherol,Site Reference,17,5.685541298333334,3,3.0375335881116947
beta.tocopherol,Site Reference,18,6.38467340275,4,3.1186384104835114
beta.tocopherol,Site Reference,19,3.530004897,4,0.43392001399600977
beta.tocopherol,Site Reference,2,7.039294862666667,3,1.9984175832832087
beta.tocopherol,Site Reference,20,5.733712002,3,1.7334504067004408
beta.tocopherol,Site Reference,3,6.094308613666667,3,1.1903044079226537
beta.tocopherol,Site Reference,4,4.117350294333333,3,0.9456128558359753
beta.tocopherol,Site Reference,5,6.485637454666667,3,2.7883633593095767
beta.tocopherol,Site Reference,6,5.661170052666667,3,2.1934086158965926
beta.tocopherol,Site Reference,7,5.490529456,3,1.3629044914850583
beta.tocopherol,Site Reference,8,9.381671266666666,3,0.7473512819991021
beta.tocopherol,Site Reference,9,8.0911160005,4,2.3224047038854594
beta.tocopherol,Lab Control,L1,1.0964178476666666,3,0.08346786352224654
beta.tocopherol,Lab Control,L2,0.6208818626666667,3,0.11755052836979706
beta.tocopherol,Lab Control,L3,2.110596586333333,3,0.7594778764861368
alpha.tocopherol,UV Filtered,1,19.64068734,3,4.132505142466305
alpha.tocopherol,UV Filtered,11,16.96796329,4,7.626197564272561
alpha.tocopherol,UV Filtered,12,12.473249041666666,3,4.095786233168712
alpha.tocopherol,UV Filtered,13,12.782835073333333,3,5.234827498241334
alpha.tocopherol,UV Filtered,14,14.645237424,3,5.57653327575176
alpha.tocopherol,UV Filtered,15,16.153570226666666,3,1.3094772025810075
alpha.tocopherol,UV Filtered,16,19.550649936666666,3,7.795643228507329
alpha.tocopherol,UV Filtered,17,19.897851473333333,3,15.551577058391223
alpha.tocopherol,UV Filtered,18,12.078312145666667,3,2.3974861652943855
alpha.tocopherol,UV Filtered,19,10.790618082666667,3,1.4667882314060616
alpha.tocopherol,UV Filtered,2,22.2871338575,4,6.336448041638951
alpha.tocopherol,UV Filtered,20,16.853574466666668,3,5.425755706784884
alpha.tocopherol,UV Filtered,3,14.49192253,3,4.5952221831201845
alpha.tocopherol,UV Filtered,4,20.8051956725,4,1.8119200164304163
alpha.tocopherol,UV Filtered,5,13.816548053333333,3,4.09614209655409
alpha.tocopherol,UV Filtered,6,16.978853476666668,3,3.3564743242585617
alpha.tocopherol,UV Filtered,7,14.72014378,3,1.131427146958657
alpha.tocopherol,UV Filtered,8,21.52845981666667,3,3.8927571441962003
alpha.tocopherol,UV Filtered,9,21.400690140000002,3,9.98879214601588
alpha.tocopherol,UV Transmitted,1,24.743427163333333,3,10.138227255493241
alpha.tocopherol,UV Transmitted,11,18.050271073333334,3,7.407808263106965
alpha.tocopherol,UV Transmitted,12,9.789195041333333,3,0.31082221775068586
alpha.tocopherol,UV Transmitted,13,15.266531293333333,3,3.6606756237489813
alpha.tocopherol,UV Transmitted,14,12.043852323,3,3.049177517561386
alpha.tocopherol,UV Transmitted,15,13.724511846666667,3,4.721596720269395
alpha.tocopherol,UV Transmitted,16,12.634635346666666,3,1.652613976583896
alpha.tocopherol,UV Transmitted,17,13.756896837333333,3,3.3466152549126518
alpha.tocopherol,UV Transmitted,18,13.83509895325,4,4.899711362731773
alpha.tocopherol,UV Transmitted,19,10.642824242666666,3,1.273155781388549
alpha.tocopherol,UV Transmitted,2,17.071143516666666,3,2.983297378716678
alpha.tocopherol,UV Transmitted,20,15.454958945000001,3,7.283390093570686
alpha.tocopherol,UV Transmitted,3,13.003284778000001,3,5.45372845314496
alpha.tocopherol,UV Transmitted,4,13.707111723333334,3,3.552324628516332
alpha.tocopherol,UV Transmitted,5,14.256465423333333,3,2.1804569876625517
alpha.tocopherol,UV Transmitted,6,18.140449056666665,3,3.9222799291515185
alpha.tocopherol,UV Transmitted,7,10.459407550666667,3,2.055381206363612
alpha.tocopherol,UV Transmitted,8,16.597456176666665,3,0.7509280327069613
alpha.tocopherol,UV Transmitted,9,15.478933636666667,3,5.718349260315986
alpha.tocopherol,Site Reference,1,25.45581912,3,12.930326640534991
alpha.tocopherol,Site Reference,11,21.597691475,4,5.42027608450383
alpha.tocopherol,Site Reference,12,19.91454480333333,3,5.992908687664233
alpha.tocopherol,Site Reference,13,17.78171148,3,8.45354771634997
alpha.tocopherol,Site Reference,14,18.310832616666666,3,5.043016345644973
alpha.tocopherol,Site Reference,15,27.17509610666667,3,8.963030151014262
alpha.tocopherol,Site Reference,16,16.251783203333332,3,2.9163450106982722
alpha.tocopherol,Site Reference,17,18.007862276666668,3,10.15623979073645
alpha.tocopherol,Site Reference,18,18.78565348,4,6.6812559136782115
alpha.tocopherol,Site Reference,19,18.89719666,4,3.3512462496424007
alpha.tocopherol,Site Reference,2,19.021990226666667,3,4.382462455247941
alpha.tocopherol,Site Reference,20,15.911641866666667,3,3.412966275840617
alpha.tocopherol,Site Reference,3,21.96074656,3,5.178895866588229
alpha.tocopherol,Site Reference,4,23.226676426666668,3,6.706113294030552
alpha.tocopherol,Site Reference,5,23.19470644,3,8.598356045300456
alpha.tocopherol,Site Reference,6,19.095233623333336,3,6.7497428503729795
alpha.tocopherol,Site Reference,7,20.356239889999998,3,3.3599416784907583
alpha.tocopherol,Site Reference,8,23.138626563333332,3,1.2886140451539954
alpha.tocopherol,Site Reference,9,23.039652955,4,6.720605471846616
alpha.tocopherol,Lab Control,L1,9.117553534666666,3,0.1692325075357483
alpha.tocopherol,Lab Control,L2,6.967133669333333,3,0.29712418683828457
alpha.tocopherol,Lab Control,L3,12.582751833333333,3,3.7130642419644686
V.A.Z,UV Filtered,1,9.511105957333333,3,0.6049612060773293
V.A.Z,UV Filtered,11,9.8157120785,4,1.351681126132993
V.A.Z,UV Filtered,12,10.370585666333334,3,1.2815014936583704
V.A.Z,UV Filtered,13,8.568053905333333,3,0.7324036044692688
V.A.Z,UV Filtered,14,9.737786117333332,3,0.8289812516330175
V.A.Z,UV Filtered,15,9.735048112333333,3,0.3576511372765797
V.A.Z,UV Filtered,16,10.218424025666666,3,0.9789873056985936
V.A.Z,UV Filtered,17,10.026733532333333,3,1.5081542515899395
V.A.Z,UV Filtered,18,9.24863512,3,0.9226236689193131
V.A.Z,UV Filtered,19,9.601683696333334,3,0.5130900993553531
V.A.Z,UV Filtered,2,10.071014624250001,4,2.327271259288933
V.A.Z,UV Filtered,20,10.128462727333334,3,1.497345908541157
V.A.Z,UV Filtered,3,9.967758488000001,3,0.8015785582680269
V.A.Z,UV Filtered,4,10.29863180175,4,0.9678104429700021
V.A.Z,UV Filtered,5,10.246926834666667,3,1.2336424446966532
V.A.Z,UV Filtered,6,10.747589576333333,3,1.5645258474291428
V.A.Z,UV Filtered,7,9.940089682666667,3,0.7833771757870942
V.A.Z,UV Filtered,8,9.193502682333333,3,0.5040255477646576
V.A.Z,UV Filtered,9,12.198043773333334,3,1.495807475342267
V.A.Z,UV Transmitted,1,11.615385663333333,3,0.5360633722810474
V.A.Z,UV Transmitted,11,8.24733899,3,0.6654219856560862
V.A.Z,UV Transmitted,12,9.879577731666666,3,0.3588496314351755
V.A.Z,UV Transmitted,13,9.372345313666667,3,1.3088525394187782
V.A.Z,UV Transmitted,14,9.402125633333334,3,1.2356572666220655
V.A.Z,UV Transmitted,15,9.357193197666666,3,0.7668026849910987
V.A.Z,UV Transmitted,16,9.248799392,3,0.5168304381901707
V.A.Z,UV Transmitted,17,8.500967166333334,3,0.7087409501746618
V.A.Z,UV Transmitted,18,9.76863381675,4,0.48942734590031783
V.A.Z,UV Transmitted,19,9.014665544666666,3,0.4428694226449258
V.A.Z,UV Transmitted,2,9.239823882,3,0.28676220177652617
V.A.Z,UV Transmitted,20,9.053502753333333,3,0.8578442693521867
V.A.Z,UV Transmitted,3,9.827217425666667,3,1.1763779978669275
V.A.Z,UV Transmitted,4,8.795315107333334,3,0.6474167727010794
V.A.Z,UV Transmitted,5,8.365520859333333,3,0.40420033232521563
V.A.Z,UV Transmitted,6,10.129047904666667,3,2.115452383721941
V.A.Z,UV Transmitted,7,8.836726955333333,3,0.9575812771141025
V.A.Z,UV Transmitted,8,9.800909753000001,3,0.7310869829707313
V.A.Z,UV Transmitted,9,11.656933133333334,3,1.0535660334537122
V.A.Z,Site Reference,1,10.48247243,3,0.217823388487083
V.A.Z,Site Reference,11,10.6415918375,4,0.8275960249404266
V.A.Z,Site Reference,12,10.566167662,3,1.0393851566521566
V.A.Z,Site Reference,13,10.428646726,3,0.4623822668569309
V.A.Z,Site Reference,14,11.602297803333334,3,0.9105420113599397
V.A.Z,Site Reference,15,10.748108546666666,3,0.4899440999669906
V.A.Z,Site Reference,16,9.788362840333333,3,0.2140011227779429
V.A.Z,Site Reference,17,9.442246942666667,3,0.1396466303120446
V.A.Z,Site Reference,18,10.44634068475,4,0.9328135780557198
V.A.Z,Site Reference,19,9.001795471,4,0.9068596552730408
V.A.Z,Site Reference,2,11.971313456666667,3,1.4212671072600849
V.A.Z,Site Reference,20,10.363075407333334,3,0.7883700954372507
V.A.Z,Site Reference,3,11.053164266666666,3,0.5407943801843361
V.A.Z,Site Reference,4,8.450657547333332,3,0.6143386488600946
V.A.Z,Site Reference,5,9.742650066666666,3,0.6107188120338274
V.A.Z,Site Reference,6,11.140085196666666,3,1.0549350395733235
V.A.Z,Site Reference,7,8.632908093000001,3,3.156020328905659
V.A.Z,Site Reference,8,13.78013327,3,0.10124163048128523
V.A.Z,Site Reference,9,12.5741778575,4,0.9536366598008083
V.A.Z,Lab Control,L1,7.0682932990000005,3,0.32073740505474074
V.A.Z,Lab Control,L2,6.945644421333333,3,0.6741898382099577
V.A.Z,Lab Control,L3,8.486552200333334,3,0.8224388000518353
total.carotenoids,UV Filtered,1,42.86443744,3,3.3845951617524443
total.carotenoids,UV Filtered,11,44.181864865,4,7.592541035997011
total.carotenoids,UV Filtered,12,46.01462351,3,5.601098761452214
total.carotenoids,UV Filtered,13,40.317828803333335,3,3.0772177502353504
total.carotenoids,UV Filtered,14,45.06198917333334,3,5.325845630278039
total.carotenoids,UV Filtered,15,43.896107623333336,3,2.319483554002609
total.carotenoids,UV Filtered,16,47.860785293333336,3,5.402530446789429
total.carotenoids,UV Filtered,17,47.48419700666667,3,9.537749712230102
total.carotenoids,UV Filtered,18,40.27135721333333,3,1.953458010396606
total.carotenoids,UV Filtered,19,40.33196194666667,3,2.9037274905497483
total.carotenoids,UV Filtered,2,48.1558734125,4,4.6082536188373915
total.carotenoids,UV Filtered,20,46.55449402666667,3,5.2653939442157895
total.carotenoids,UV Filtered,3,43.51069599666667,3,4.3304575802191
total.carotenoids,UV Filtered,4,45.311799885,4,2.937511892245822
total.carotenoids,UV Filtered,5,46.1975099,3,4.034473072904081
total.carotenoids,UV Filtered,6,44.10058985,3,2.3614108553945887
total.carotenoids,UV Filtered,7,45.67220856,3,2.310450464626116
total.carotenoids,UV Filtered,8,41.5579344,3,1.0567226773358624
total.carotenoids,UV Filtered,9,49.18771731333333,3,6.210198176443498
total.carotenoids,UV Transmitted,1,47.96376796,3,4.67327408163642
total.carotenoids,UV Transmitted,11,43.15218800666666,3,6.906104884397708
total.carotenoids,UV Transmitted,12,43.57210525,3,1.6190558856743278
total.carotenoids,UV Transmitted,13,44.801094406666664,3,5.873685696608324
total.carotenoids,UV Transmitted,14,45.74485574,3,5.548841146785774
total.carotenoids,UV Transmitted,15,41.61421764333333,3,4.317177917831419
total.carotenoids,UV Transmitted,16,45.18495793666667,3,1.4967564141440537
total.carotenoids,UV Transmitted,17,43.89112999333334,3,3.542258322764559
total.carotenoids,UV Transmitted,18,45.149430925,4,4.591284431141902
total.carotenoids,UV Transmitted,19,41.30074441666667,3,2.563141057498846
total.carotenoids,UV Transmitted,2,45.2615006,3,3.154829050702472
total.carotenoids,UV Transmitted,20,45.45570297333333,3,6.737451314099521
total.carotenoids,UV Transmitted,3,41.52613365333333,3,6.382457005213392
total.carotenoids,UV Transmitted,4,40.59360293333334,3,3.6848542959321153
total.carotenoids,UV Transmitted,5,43.73279142333333,3,2.8550413876068563
total.carotenoids,UV Transmitted,6,45.04358707,3,4.5266806462235865
total.carotenoids,UV Transmitted,7,39.72657907,3,4.396961959737106
total.carotenoids,UV Transmitted,8,41.39361989333334,3,1.0403394125431202
total.carotenoids,UV Transmitted,9,45.336146703333334,3,4.12813442096704
total.carotenoids,Site Reference,1,51.336548910000005,3,7.709637665079773
total.carotenoids,Site Reference,11,49.8074982525,4,4.431611675315138
total.carotenoids,Site Reference,12,53.500211476666664,3,4.613943802092139
total.carotenoids,Site Reference,13,49.389319453333336,3,6.445195881957845
total.carotenoids,Site Reference,14,49.38370057,3,5.319850857548213
total.carotenoids,Site Reference,15,47.648073436666664,3,8.297140155974462
total.carotenoids,Site Reference,16,48.26605969333333,3,3.0019137479975133
total.carotenoids,Site Reference,17,48.57641019333333,3,8.860701144088733
total.carotenoids,Site Reference,18,49.67918913,4,5.158887107941184
total.carotenoids,Site Reference,19,45.705726105,4,0.4775940000398032
total.carotenoids,Site Reference,2,48.970292406666665,3,3.8952230010992785
total.carotenoids,Site Reference,20,47.15617381,3,3.2098597725660483
total.carotenoids,Site Reference,3,49.21814485666667,3,4.279022228817213
total.carotenoids,Site Reference,4,48.11009967333333,3,4.629344125721498
total.carotenoids,Site Reference,5,51.17670891666667,3,5.688425045484476
total.carotenoids,Site Reference,6,47.92450802,3,5.0971524870690965
total.carotenoids,Site Reference,7,40.50901130333334,3,15.866261998869716
total.carotenoids,Site Reference,8,47.207944356666665,3,0.5995762641273209
total.carotenoids,Site Reference,9,50.2002883775,4,5.2965739058425845
total.carotenoids,Lab Control,L1,39.53241435333333,3,0.7592634513042322
total.carotenoids,Lab Control,L2,36.04996190333333,3,0.6496117447959577
total.carotenoids,Lab Control,L3,40.19363819666667,3,3.7700665338115606
total.chlorophylls,UV Filtered,1,57.13556256,3,3.3845951617524443
total.chlorophylls,UV Filtered,11,55.818135135,4,7.592541035997011
total.chlorophylls,UV Filtered,12,53.98537649,3,5.601098761452214
total.chlorophylls,UV Filtered,13,59.682171196666665,3,3.0772177502353504
total.chlorophylls,UV Filtered,14,54.93801082666666,3,5.325845630278039
total.chlorophylls,UV Filtered,15,56.103892376666664,3,2.319483554002609
total.chlorophylls,UV Filtered,16,52.139214706666664,3,5.402530446789429
total.chlorophylls,UV Filtered,17,52.51580299333333,3,9.537749712230102
total.chlorophylls,UV Filtered,18,59.72864278666667,3,1.953458010396606
total.chlorophylls,UV Filtered,19,59.66803805333333,3,2.9037274905497483
total.chlorophylls,UV Filtered,2,51.8441265875,4,4.6082536188373915
total.chlorophylls,UV Filtered,20,53.44550597333333,3,5.2653939442157895
total.chlorophylls,UV Filtered,3,56.48930400333333,3,4.3304575802191
total.chlorophylls,UV Filtered,4,54.688200115,4,2.937511892245822
total.chlorophylls,UV Filtered,5,53.8024901,3,4.034473072904081
total.chlorophylls,UV Filtered,6,55.89941015,3,2.3614108553945887
total.chlorophylls,UV Filtered,7,54.32779144,3,2.310450464626116
total.chlorophylls,UV Filtered,8,58.4420656,3,1.0567226773358624
total.chlorophylls,UV Filtered,9,50.81228268666667,3,6.210198176443498
total.chlorophylls,UV Transmitted,1,52.03623204,3,4.67327408163642
total.chlorophylls,UV Transmitted,11,56.84781199333334,3,6.906104884397708
total.chlorophylls,UV Transmitted,12,56.42789475,3,1.6190558856743278
total.chlorophylls,UV Transmitted,13,55.198905593333336,3,5.873685696608324
total.chlorophylls,UV Transmitted,14,54.25514426,3,5.548841146785774
total.chlorophylls,UV Transmitted,15,58.38578235666667,3,4.317177917831419
total.chlorophylls,UV Transmitted,16,54.81504206333333,3,1.4967564141440537
total.chlorophylls,UV Transmitted,17,56.10887000666666,3,3.542258322764559
total.chlorophylls,UV Transmitted,18,54.850569075,4,4.591284431141902
total.chlorophylls,UV Transmitted,19,58.69925558333333,3,2.563141057498846
total.chlorophylls,UV Transmitted,2,54.7384994,3,3.154829050702472
total.chlorophylls,UV Transmitted,20,54.54429702666667,3,6.737451314099521
total.chlorophylls,UV Transmitted,3,58.47386634666667,3,6.382457005213392
total.chlorophylls,UV Transmitted,4,59.40639706666666,3,3.6848542959321153
total.chlorophylls,UV Transmitted,5,56.26720857666667,3,2.8550413876068563
total.chlorophylls,UV Transmitted,6,54.95641293,3,4.5266806462235865
total.chlorophylls,UV Transmitted,7,60.27342093,3,4.396961959737106
total.chlorophylls,UV Transmitted,8,58.60638010666666,3,1.0403394125431202
total.chlorophylls,UV Transmitted,9,54.663853296666666,3,4.12813442096704
total.chlorophylls,Site Reference,1,48.663451089999995,3,7.709637665079773
total.chlorophylls,Site Reference,11,50.1925017475,4,4.431611675315138
total.chlorophylls,Site Reference,12,46.499788523333336,3,4.613943802092139
total.chlorophylls,Site Reference,13,50.610680546666664,3,6.445195881957845
total.chlorophylls,Site Reference,14,50.61629943,3,5.319850857548213
total.chlorophylls,Site Reference,15,52.351926563333336,3,8.297140155974462
total.chlorophylls,Site Reference,16,51.73394030666667,3,3.0019137479975133
total.chlorophylls,Site Reference,17,51.42358980666667,3,8.860701144088733
total.chlorophylls,Site Reference,18,50.32081087,4,5.158887107941184
total.chlorophylls,Site Reference,19,54.294273895,4,0.4775940000398032
total.chlorophylls,Site Reference,2,51.029707593333335,3,3.8952230010992785
total.chlorophylls,Site Reference,20,52.84382619,3,3.2098597725660483
total.chlorophylls,Site Reference,3,50.78185514333333,3,4.279022228817213
total.chlorophylls,Site Reference,4,51.88990032666667,3,4.629344125721498
total.chlorophylls,Site Reference,5,48.82329108333333,3,5.688425045484476
total.chlorophylls,Site Reference,6,52.07549198,3,5.0971524870690965
total.chlorophylls,Site Reference,7,41.925562793333334,3,14.717348076362345
total.chlorophylls,Site Reference,8,52.792055643333335,3,0.5995762641273209
total.chlorophylls,Site Reference,9,49.7997116225,4,5.2965739058425845
total.chlorophylls,Lab Control,L1,60.46758564666667,3,0.7592634513042322
total.chlorophylls,Lab Control,L2,63.95003809666667,3,0.6496117447959577
total.chlorophylls,Lab Control,L3,59.80636180333333,3,3.7700665338115606
total.tocopherols,UV Filtered,1,78.76748240333333,3,1.2423232526515464
total.tocopherols,UV Filtered,11,82.28406845,4,1.1837260078341558
total.tocopherols,UV Filtered,12,70.50675336333333,3,1.3601327907428378
total.tocopherols,UV Filtered,13,72.01183275333334,3,5.871627568190831
total.tocopherols,UV Filtered,14,73.27421437666666,3,2.9272263817603723
total.tocopherols,UV Filtered,15,80.60153032333334,3,1.2014511969869377
total.tocopherols,UV Filtered,16,70.66380819666666,3,2.09269015682206
total.tocopherols,UV Filtered,17,73.31091329,3,0.9717864674940819
total.tocopherols,UV Filtered,18,73.84877448333333,3,0.30049338217436233
total.tocopherols,UV Filtered,19,80.83240652666667,3,0.7629210739882882
